0	5
1	1
2	3
3	2
4	2
5	1
6	5
7	2
8	5
9	2
10	2
11	4
12	2
13	3
14	2
15	2
16	5
17	2
18	5
19	2
20	4
21	1
22	4
23	5
24	1
25	4
26	1
27	1
28	3
29	2
30	4
31	4
32	5
33	5
34	5
35	4
36	1
37	1
38	0
39	3
40	2
41	2
42	0
43	0
44	4
45	5
46	2
47	2
48	1
49	4
50	2
51	3
52	5
53	5
54	2
55	4
56	4
57	2
58	2
59	5
60	2
61	3
62	2
63	2
64	1
65	1
66	4
67	3
68	1
69	2
70	4
71	2
72	5
73	2
74	5
75	2
76	1
77	5
78	3
79	2
80	2
81	4
82	3
83	1
84	4
85	4
86	1
87	2
88	5
89	4
90	4
91	2
92	2
93	5
94	3
95	4
96	1
97	2
98	5
99	1
100	4
101	4
102	1
103	3
104	5
105	2
106	4
107	2
108	1
109	2
110	3
111	3
112	4
113	3
114	2
115	5
116	2
117	5
118	4
119	1
120	3
121	4
122	3
123	2
124	0
125	4
126	4
127	2
128	4
129	1
130	3
131	2
132	3
133	1
134	5
135	4
136	2
137	4
138	3
139	3
140	2
141	2
142	4
143	2
144	1
145	5
146	5
147	2
148	3
149	3
150	4
151	2
152	4
153	4
154	3
155	4
156	4
157	3
158	4
159	2
160	3
161	2
162	5
163	1
164	1
165	1
166	3
167	3
168	1
169	4
170	1
171	2
172	1
173	4
174	2
175	2
176	2
177	3
178	1
179	3
180	4
181	4
182	2
183	0
184	4
185	4
186	4
187	2
188	3
189	3
190	5
191	4
192	4
193	1
194	3
195	3
196	3
197	1
198	1
199	2
200	2
201	3
202	5
203	4
204	2
205	4
206	1
207	4
208	1
209	0
210	4
211	3
212	5
213	5
214	5
215	4
216	5
217	2
218	5
219	3
220	5
221	2
222	4
223	2
224	5
225	5
226	5
227	0
228	5
229	5
230	1
231	5
232	5
233	4
234	2
235	4
236	1
237	4
238	3
239	4
240	1
241	4
242	3
243	3
244	3
245	0
246	4
247	3
248	1
249	4
250	4
251	5
252	3
253	1
254	4
255	2
256	0
257	4
258	2
259	0
260	2
261	1
262	0
263	1
264	2
265	5
266	5
267	5
268	1
269	3
270	5
271	2
272	4
273	4
274	4
275	3
276	0
277	1
278	3
279	2
280	3
281	2
282	4
283	2
284	4
285	3
286	2
287	4
288	2
289	4
290	2
291	1
292	0
293	4
294	2
295	3
296	4
297	5
298	3
299	5
300	3
301	1
302	4
303	4
304	1
305	4
306	4
307	2
308	4
309	1
310	3
311	2
312	1
313	2
314	1
315	4
316	2
317	1
318	2
319	2
320	3
321	4
322	1
323	2
324	3
325	3
326	5
327	4
328	1
329	3
330	1
331	3
332	5
333	4
334	5
335	5
336	4
337	3
338	1
339	4
340	3
341	3
342	5
343	2
344	3
345	2
346	2
347	4
348	4
349	2
350	5
351	1
352	5
353	1
354	4
355	3
356	5
357	1
358	3
359	5
360	3
361	3
362	3
363	1
364	3
365	1
366	5
367	3
368	2
369	5
370	1
371	2
372	3
373	3
374	1
375	1
376	3
377	5
378	1
379	5
380	1
381	1
382	2
383	4
384	4
385	2
386	3
387	2
388	3
389	5
390	3
391	4
392	3
393	2
394	3
395	3
396	4
397	1
398	0
399	4
400	2
401	4
402	4
403	1
404	3
405	2
406	4
407	3
408	2
409	2
410	4
411	5
412	4
413	4
414	4
415	4
416	4
417	4
418	3
419	0
420	3
421	5
422	1
423	2
424	1
425	1
426	1
427	3
428	1
429	3
430	3
431	3
432	3
433	4
434	5
435	3
436	4
437	4
438	4
439	0
440	1
441	3
442	5
443	1
444	3
445	4
446	5
447	4
448	3
449	4
450	2
451	3
452	2
453	1
454	3
455	4
456	2
457	3
458	4
459	4
460	1
461	0
462	4
463	3
464	1
465	4
466	0
467	0
468	3
469	0
470	2
471	4
472	2
473	4
474	4
475	1
476	1
477	2
478	4
479	3
480	5
481	3
482	2
483	4
484	3
485	3
486	3
487	4
488	4
489	4
490	4
491	1
492	3
493	3
494	0
495	2
496	3
497	0
498	2
499	5
500	2
501	5
502	1
503	2
504	4
505	4
506	0
507	0
508	2
509	4
510	3
511	2
512	4
513	2
514	4
515	3
516	3
517	3
518	3
519	4
520	3
521	2
522	3
523	1
524	2
525	1
526	5
527	4
528	2
529	2
530	4
531	1
532	5
533	3
534	3
535	3
536	5
537	4
538	1
539	4
540	4
541	4
542	4
543	4
544	5
545	2
546	2
547	0
548	0
549	3
550	1
551	1
552	1
553	4
554	5
555	5
556	1
557	2
558	5
559	1
560	2
561	1
562	3
563	5
564	1
565	5
566	2
567	0
568	4
569	3
570	3
571	5
572	1
573	5
574	4
575	3
576	2
577	3
578	4
579	0
580	5
581	4
582	3
583	1
584	4
585	3
586	3
587	4
588	3
589	5
590	2
591	4
592	5
593	0
594	3
595	5
596	3
597	4
598	5
599	3
600	1
601	5
602	0
603	4
604	1
605	1
606	3
607	1
608	0
609	1
610	1
611	2
612	3
613	3
614	0
615	4
616	2
617	4
618	1
619	2
620	1
621	4
622	3
623	5
624	4
625	1
626	4
627	4
628	2
629	3
630	3
631	0
632	2
633	1
634	0
635	3
636	5
637	4
638	3
639	2
640	2
641	5
642	0
643	4
644	2
645	3
646	4
647	2
648	2
649	2
650	1
651	4
652	1
653	5
654	5
655	2
656	3
657	3
658	3
659	2
660	4
661	4
662	4
663	5
664	2
665	1
666	1
667	1
668	5
669	2
670	2
671	1
672	2
673	1
674	3
675	4
676	4
677	2
678	5
679	4
680	2
681	2
682	3
683	2
684	2
685	4
686	2
687	5
688	5
689	4
690	5
691	3
692	0
693	2
694	5
695	5
696	4
697	3
698	3
699	3
700	1
701	1
702	4
703	3
704	2
705	3
706	4
707	2
708	2
709	2
710	0
711	0
712	4
713	1
714	2
715	5
716	1
717	2
718	3
719	2
720	1
721	4
722	0
723	3
724	5
725	1
726	2
727	1
728	1
729	1
730	4
731	3
732	4
733	5
734	4
735	1
736	1
737	2
738	2
739	5
740	4
741	2
742	2
743	3
744	4
745	2
746	4
747	5
748	3
749	1
750	3
751	3
752	2
753	2
754	4
755	2
756	2
757	4
758	2
759	4
760	3
761	4
762	2
763	4
764	4
765	4
766	4
767	4
768	5
769	4
770	3
771	2
772	4
773	2
774	0
775	3
776	5
777	3
778	2
779	4
780	4
781	3
782	2
783	4
784	3
785	3
786	5
787	0
788	3
789	3
790	2
791	5
792	5
793	5
794	4
795	2
796	5
797	1
798	3
799	3
800	4
801	3
802	3
803	1
804	2
805	2
806	4
807	5
808	5
809	2
810	3
811	2
812	5
813	5
814	5
815	4
816	2
817	2
818	3
819	2
820	3
821	2
822	2
823	0
824	4
825	4
826	1
827	5
828	0
829	5
830	4
831	1
832	1
833	2
834	5
835	5
836	3
837	2
838	2
839	1
840	3
841	2
842	5
843	3
844	3
845	0
846	2
847	4
848	0
849	3
850	1
851	3
852	3
853	3
854	3
855	0
856	3
857	5
858	3
859	1
860	4
861	2
862	2
863	1
864	3
865	3
866	4
867	4
868	3
869	5
870	4
871	4
872	1
873	1
874	5
875	4
876	2
877	1
878	4
879	4
880	4
881	5
882	4
883	4
884	2
885	3
886	0
887	5
888	4
889	2
890	3
891	3
892	3
893	1
894	2
895	3
896	2
897	4
898	5
899	2
900	4
901	4
902	3
903	5
904	0
905	2
906	2
907	1
908	1
909	2
910	3
911	3
912	5
913	0
914	3
915	1
916	1
917	2
918	3
919	4
920	4
921	3
922	5
923	0
924	1
925	1
926	5
927	3
928	5
929	5
930	1
931	5
932	3
933	2
934	3
935	2
936	3
937	3
938	3
939	5
940	1
941	3
942	4
943	2
944	1
945	2
946	0
947	2
948	0
949	3
950	3
951	1
952	5
953	3
954	4
955	3
